HDR,ROLLING SYSTEM DEMAND
VD,20200226073000,37759
VD,20200226073500,37889
VD,20200226074000,38058
VD,20200226074500,38342
VD,20200226075000,38429
VD,20200226075500,38415
VD,20200226080000,38428
VD,20200226080500,38284
VD,20200226081000,38277
VD,20200226081500,38252
VD,20200226082000,38168
VD,20200226082500,38006
VD,20200226083000,37952
VD,20200226083500,37865
VD,20200226084000,37821
VD,20200226084500,37843
VD,20200226085000,37863
VD,20200226085500,37917
VD,20200226090000,37867
VD,20200226090500,38101
VD,20200226091000,38226
VD,20200226091500,38267
VD,20200226092000,38133
VD,20200226092500,38057
VD,20200226093000,37965
VD,20200226093500,37899
VD,20200226094000,37799
VD,20200226094500,37776
VD,20200226095000,37603
VD,20200226095500,37551
VD,20200226100000,37604
VD,20200226100500,37310
VD,20200226101000,37228
VD,20200226101500,37263
VD,20200226102000,37250
VD,20200226102500,37214
VD,20200226103000,37082
VD,20200226103500,37093
VD,20200226104000,37189
VD,20200226104500,37069
VD,20200226105000,36980
VD,20200226105500,36860
VD,20200226110000,36970
VD,20200226110500,37283
VD,20200226111000,37088
VD,20200226111500,37055
VD,20200226112000,37127
VD,20200226112500,37203
VD,20200226113000,37056
VD,20200226113500,37009
VD,20200226114000,36941
VD,20200226114500,36933
VD,20200226115000,37004
VD,20200226115500,36936
VD,20200226120000,36796
VD,20200226120500,36653
VD,20200226121000,36675
VD,20200226121500,36658
VD,20200226122000,36597
VD,20200226122500,36475
VD,20200226123000,36335
VD,20200226123500,36284
VD,20200226124000,36103
VD,20200226124500,36124
VD,20200226125000,36150
VD,20200226125500,36116
VD,20200226130000,36053
VD,20200226130500,36228
VD,20200226131000,36136
VD,20200226131500,36021
VD,20200226132000,35771
VD,20200226132500,35680
VD,20200226133000,35652
VD,20200226133500,35666
VD,20200226134000,35550
VD,20200226134500,35415
VD,20200226135000,35246
VD,20200226135500,35077
VD,20200226140000,35067
VD,20200226140500,35147
VD,20200226141000,35199
VD,20200226141500,35251
VD,20200226142000,35361
VD,20200226142500,35397
VD,20200226143000,35376
VD,20200226143500,35282
VD,20200226144000,35263
VD,20200226144500,35311
VD,20200226145000,35481
VD,20200226145500,35618
VD,20200226150000,35708
VD,20200226150500,35693
VD,20200226151000,35824
VD,20200226151500,35901
VD,20200226152000,36003
VD,20200226152500,36273
VD,20200226153000,36643
VD,20200226153500,37012
VD,20200226154000,37319
VD,20200226154500,37433
VD,20200226155000,37614
VD,20200226155500,37916
VD,20200226160000,38255
VD,20200226160500,38670
VD,20200226161000,38848
VD,20200226161500,39196
VD,20200226162000,39673
VD,20200226162500,40103
VD,20200226163000,40372
VD,20200226163500,40532
VD,20200226164000,40888
VD,20200226164500,41022
VD,20200226165000,41362
VD,20200226165500,41596
VD,20200226170000,41700
VD,20200226170500,41906
VD,20200226171000,42134
VD,20200226171500,42225
VD,20200226172000,42483
VD,20200226172500,42837
VD,20200226173000,43175
VD,20200226173500,43515
VD,20200226174000,43674
VD,20200226174500,43832
VD,20200226175000,44073
VD,20200226175500,44185
VD,20200226180000,44464
VD,20200226180500,44877
VD,20200226181000,45161
VD,20200226181500,45120
VD,20200226182000,45286
VD,20200226182500,45349
VD,20200226183000,45345
VD,20200226183500,45497
VD,20200226184000,45395
VD,20200226184500,45387
VD,20200226185000,45347
VD,20200226185500,45202
VD,20200226190000,45081
VD,20200226190500,45212
VD,20200226191000,45185
VD,20200226191500,45000
VD,20200226192000,44780
VD,20200226192500,44476
VD,20200226193000,44462
VD,20200226193500,44556
VD,20200226194000,44477
VD,20200226194500,44237
VD,20200226195000,44023
VD,20200226195500,43821
VD,20200226200000,43589
VD,20200226200500,43636
VD,20200226201000,43599
VD,20200226201500,43369
VD,20200226202000,43128
VD,20200226202500,42715
VD,20200226203000,42434
VD,20200226203500,42269
VD,20200226204000,42093
VD,20200226204500,41604
VD,20200226205000,41375
VD,20200226205500,41186
VD,20200226210000,40957
VD,20200226210500,40623
VD,20200226211000,40190
VD,20200226211500,39789
VD,20200226212000,39457
VD,20200226212500,39052
VD,20200226213000,38722
VD,20200226213500,38457
VD,20200226214000,38200
VD,20200226214500,37905
VD,20200226215000,37229
VD,20200226215500,36857
VD,20200226220000,36499
VD,20200226220500,36260
VD,20200226221000,35871
VD,20200226221500,35470
VD,20200226222000,34888
VD,20200226222500,34369
VD,20200226223000,34087
VD,20200226223500,33906
VD,20200226224000,33628
VD,20200226224500,33391
VD,20200226225000,33062
VD,20200226225500,32862
VD,20200226230000,32474
VD,20200226230500,31902
VD,20200226231000,31650
VD,20200226231500,31359
VD,20200226232000,31105
VD,20200226232500,30832
VD,20200226233000,30555
VD,20200226233500,30248
VD,20200226234000,30124
VD,20200226234500,30138
VD,20200226235000,30109
VD,20200226235500,29782
VD,20200227000000,29615
VD,20200227000500,29788
VD,20200227001000,29931
VD,20200227001500,29854
VD,20200227002000,29807
VD,20200227002500,29740
VD,20200227003000,29714
VD,20200227003500,29939
VD,20200227004000,30036
VD,20200227004500,30124
VD,20200227005000,30261
VD,20200227005500,30204
VD,20200227010000,30124
VD,20200227010500,30096
VD,20200227011000,30124
VD,20200227011500,30067
VD,20200227012000,29993
VD,20200227012500,30046
VD,20200227013000,29625
VD,20200227013500,29895
VD,20200227014000,29765
VD,20200227014500,29633
VD,20200227015000,29522
VD,20200227015500,29444
VD,20200227020000,29363
VD,20200227020500,29312
VD,20200227021000,29195
VD,20200227021500,29063
VD,20200227022000,29091
VD,20200227022500,29103
VD,20200227023000,29050
VD,20200227023500,29126
VD,20200227024000,29285
VD,20200227024500,29435
VD,20200227025000,29513
VD,20200227025500,29564
VD,20200227030000,29472
VD,20200227030500,29501
VD,20200227031000,29448
VD,20200227031500,29293
VD,20200227032000,29119
VD,20200227032500,28987
VD,20200227033000,28812
VD,20200227033500,28796
VD,20200227034000,28728
VD,20200227034500,28598
VD,20200227035000,28439
VD,20200227035500,28328
VD,20200227040000,28420
VD,20200227040500,28467
VD,20200227041000,28564
VD,20200227041500,28688
VD,20200227042000,28904
VD,20200227042500,28975
VD,20200227043000,29073
VD,20200227043500,29181
VD,20200227044000,29129
VD,20200227044500,29089
VD,20200227045000,29128
VD,20200227045500,29085
VD,20200227050000,28912
VD,20200227050500,28343
VD,20200227051000,28622
VD,20200227051500,28719
VD,20200227052000,28973
VD,20200227052500,28935
VD,20200227053000,28968
VD,20200227053500,29243
VD,20200227054000,29627
VD,20200227054500,29855
VD,20200227055000,30022
VD,20200227055500,30414
VD,20200227060000,30828
VD,20200227060500,31584
VD,20200227061000,32012
VD,20200227061500,32469
VD,20200227062000,33038
VD,20200227062500,33549
VD,20200227063000,34159
VD,20200227063500,34506
VD,20200227064000,34850
VD,20200227064500,35147
VD,20200227065000,35708
VD,20200227065500,36468
VD,20200227070000,36865
VD,20200227070500,37612
VD,20200227071000,38212
VD,20200227071500,38848
VD,20200227072000,39272
VD,20200227072500,39717
VD,20200227073000,39840
VD,20200227073500,39883
VD,20200227074000,40001
VD,20200227074500,40182
VD,20200227075000,40283
VD,20200227075500,40311
VD,20200227080000,40369
VD,20200227080500,40479
VD,20200227081000,40473
VD,20200227081500,40554
VD,20200227082000,40779
VD,20200227082500,40807
VD,20200227083000,40678
VD,20200227083500,40525
VD,20200227084000,40601
VD,20200227084500,40568
VD,20200227085000,40594
VD,20200227085500,40584
VD,20200227090000,40674
VD,20200227090500,40638
VD,20200227091000,40695
VD,20200227091500,40653
VD,20200227092000,40554
VD,20200227092500,40264
VD,20200227093000,40284
VD,20200227093500,40312
VD,20200227094000,40243
VD,20200227094500,40115
VD,20200227095000,39961
VD,20200227095500,39815
VD,20200227100000,39636
VD,20200227100500,39482
VD,20200227101000,39469
VD,20200227101500,39380
VD,20200227102000,39181
VD,20200227102500,38964
VD,20200227103000,38870
VD,20200227103500,38894
VD,20200227104000,38800
VD,20200227104500,38760
VD,20200227105000,38755
VD,20200227105500,38650
VD,20200227110000,38371
VD,20200227110500,38099
VD,20200227111000,38118
VD,20200227111500,38038
VD,20200227112000,37903
VD,20200227112500,37777
VD,20200227113000,37798
VD,20200227113500,37704
VD,20200227114000,37365
VD,20200227114500,37011
VD,20200227115000,37019
VD,20200227115500,36934
VD,20200227120000,36954
VD,20200227120500,37391
VD,20200227121000,37617
VD,20200227121500,37463
VD,20200227122000,37420
VD,20200227122500,37416
VD,20200227123000,37272
VD,20200227123500,37224
VD,20200227124000,37085
VD,20200227124500,36942
VD,20200227125000,36758
VD,20200227125500,36539
VD,20200227130000,36566
VD,20200227130500,36834
VD,20200227131000,37030
VD,20200227131500,36874
VD,20200227132000,36569
VD,20200227132500,36470
VD,20200227133000,36284
VD,20200227133500,36292
VD,20200227134000,36350
VD,20200227134500,36303
VD,20200227135000,36184
VD,20200227135500,36050
VD,20200227140000,36031
VD,20200227140500,36295
VD,20200227141000,36109
VD,20200227141500,36052
VD,20200227142000,36122
VD,20200227142500,36087
VD,20200227143000,36098
VD,20200227143500,36001
VD,20200227144000,35960
VD,20200227144500,36019
VD,20200227145000,36103
VD,20200227145500,36095
VD,20200227150000,36124
VD,20200227150500,35949
VD,20200227151000,35935
VD,20200227151500,35958
VD,20200227152000,35979
VD,20200227152500,36072
VD,20200227153000,36194
VD,20200227153500,36412
VD,20200227154000,36658
VD,20200227154500,36875
VD,20200227155000,37094
VD,20200227155500,37383
VD,20200227160000,37812
VD,20200227160500,37643
VD,20200227161000,37828
VD,20200227161500,38031
VD,20200227162000,38371
VD,20200227162500,38727
VD,20200227163000,39034
VD,20200227163500,39536
VD,20200227164000,39853
VD,20200227164500,40261
VD,20200227165000,40679
VD,20200227165500,40888
VD,20200227170000,40658
VD,20200227170500,40469
VD,20200227171000,40513
VD,20200227171500,40606
VD,20200227172000,40963
VD,20200227172500,41277
VD,20200227173000,41346
VD,20200227173500,41399
VD,20200227174000,41406
VD,20200227174500,41784
VD,20200227175000,42257
VD,20200227175500,42551
VD,20200227180000,42826
VD,20200227180500,43266
VD,20200227181000,43604
VD,20200227181500,43699
VD,20200227182000,43751
VD,20200227182500,43673
VD,20200227183000,43653
VD,20200227183500,43773
VD,20200227184000,43821
VD,20200227184500,43734
VD,20200227185000,43663
VD,20200227185500,43642
VD,20200227190000,43585
VD,20200227190500,43795
VD,20200227191000,43804
VD,20200227191500,43583
VD,20200227192000,43414
VD,20200227192500,43226
VD,20200227193000,43030
VD,20200227193500,42993
VD,20200227194000,42838
VD,20200227194500,42603
VD,20200227195000,42445
VD,20200227195500,42205
VD,20200227200000,41964
VD,20200227200500,42196
VD,20200227201000,41946
VD,20200227201500,41672
VD,20200227202000,41412
VD,20200227202500,41109
VD,20200227203000,40885
VD,20200227203500,40749
VD,20200227204000,40446
VD,20200227204500,40182
VD,20200227205000,39935
VD,20200227205500,39738
VD,20200227210000,39532
VD,20200227210500,39395
VD,20200227211000,38937
VD,20200227211500,38575
VD,20200227212000,38355
VD,20200227212500,37846
VD,20200227213000,37508
VD,20200227213500,37400
VD,20200227214000,37107
VD,20200227214500,36375
VD,20200227215000,35899
VD,20200227215500,35509
VD,20200227220000,35259
VD,20200227220500,35148
VD,20200227221000,34771
VD,20200227221500,34376
VD,20200227222000,34032
VD,20200227222500,33450
VD,20200227223000,33044
VD,20200227223500,32827
VD,20200227224000,32538
VD,20200227224500,32340
VD,20200227225000,32119
VD,20200227225500,31824
VD,20200227230000,31515
VD,20200227230500,30899
VD,20200227231000,30535
VD,20200227231500,30052
VD,20200227232000,29765
VD,20200227232500,29403
VD,20200227233000,29045
VD,20200227233500,28862
VD,20200227234000,28831
VD,20200227234500,28729
VD,20200227235000,28607
VD,20200227235500,28395
VD,20200228000000,28225
VD,20200228000500,28322
VD,20200228001000,28303
VD,20200228001500,28305
VD,20200228002000,28231
VD,20200228002500,28153
VD,20200228003000,28115
VD,20200228003500,28380
VD,20200228004000,28626
VD,20200228004500,28809
VD,20200228005000,28895
VD,20200228005500,28942
VD,20200228010000,28989
VD,20200228010500,29032
VD,20200228011000,29038
VD,20200228011500,28988
VD,20200228012000,28928
VD,20200228012500,28875
VD,20200228013000,28728
VD,20200228013500,28603
VD,20200228014000,28508
VD,20200228014500,28478
VD,20200228015000,28414
VD,20200228015500,28419
VD,20200228020000,28354
VD,20200228020500,28322
VD,20200228021000,28207
VD,20200228021500,28150
VD,20200228022000,28166
VD,20200228022500,28183
VD,20200228023000,28171
VD,20200228023500,28192
VD,20200228024000,28241
VD,20200228024500,28223
VD,20200228025000,28115
VD,20200228025500,28035
VD,20200228030000,28038
VD,20200228030500,28050
VD,20200228031000,27936
VD,20200228031500,27996
VD,20200228032000,27966
VD,20200228032500,27782
VD,20200228033000,27594
VD,20200228033500,27476
VD,20200228034000,27459
VD,20200228034500,27479
VD,20200228035000,27467
VD,20200228035500,27592
VD,20200228040000,27744
VD,20200228040500,27705
VD,20200228041000,27780
VD,20200228041500,27776
VD,20200228042000,27778
VD,20200228042500,27736
VD,20200228043000,27730
VD,20200228043500,27866
VD,20200228044000,27952
VD,20200228044500,28041
VD,20200228045000,27995
VD,20200228045500,27884
VD,20200228050000,27803
VD,20200228050500,27685
VD,20200228051000,27850
VD,20200228051500,27934
VD,20200228052000,28061
VD,20200228052500,28228
VD,20200228053000,28430
VD,20200228053500,28566
VD,20200228054000,28633
VD,20200228054500,28808
VD,20200228055000,28979
VD,20200228055500,29420
VD,20200228060000,29809
VD,20200228060500,30585
VD,20200228061000,30807
VD,20200228061500,31244
VD,20200228062000,31434
VD,20200228062500,31904
VD,20200228063000,32405
VD,20200228063500,33055
VD,20200228064000,33485
VD,20200228064500,33912
VD,20200228065000,34386
VD,20200228065500,35040
VD,20200228070000,35600
VD,20200228070500,36130
VD,20200228071000,36715
VD,20200228071500,37239
VD,20200228072000,37876
VD,20200228072500,38253
VD,20200228073000,38472
VD,20200228073500,38674
VD,20200228074000,38992
VD,20200228074500,39290
VD,20200228075000,39432
VD,20200228075500,39551
VD,20200228080000,39668
VD,20200228080500,40177
VD,20200228081000,40289
VD,20200228081500,40427
VD,20200228082000,40582
VD,20200228082500,40615
VD,20200228083000,40745
VD,20200228083500,40591
VD,20200228084000,40520
VD,20200228084500,40600
VD,20200228085000,40650
VD,20200228085500,40633
VD,20200228090000,40747
VD,20200228090500,40853
VD,20200228091000,40967
VD,20200228091500,41160
VD,20200228092000,41333
VD,20200228092500,41415
VD,20200228093000,41417
VD,20200228093500,41699
VD,20200228094000,41790
VD,20200228094500,41672
VD,20200228095000,41659
VD,20200228095500,41729
VD,20200228100000,41772
VD,20200228100500,41538
VD,20200228101000,41410
VD,20200228101500,41354
VD,20200228102000,41342
VD,20200228102500,41338
VD,20200228103000,41272
VD,20200228103500,41434
VD,20200228104000,41276
VD,20200228104500,41107
VD,20200228105000,41125
VD,20200228105500,41202
VD,20200228110000,41295
VD,20200228110500,41463
VD,20200228111000,41391
VD,20200228111500,41357
VD,20200228112000,41503
VD,20200228112500,41548
VD,20200228113000,41593
VD,20200228113500,41612
VD,20200228114000,41545
VD,20200228114500,41348
VD,20200228115000,41312
VD,20200228115500,41384
VD,20200228120000,41439
VD,20200228120500,41355
VD,20200228121000,41383
VD,20200228121500,41567
VD,20200228122000,41607
VD,20200228122500,41612
VD,20200228123000,41682
VD,20200228123500,41590
VD,20200228124000,41590
VD,20200228124500,41515
VD,20200228125000,41389
VD,20200228125500,41318
VD,20200228130000,41209
VD,20200228130500,41182
VD,20200228131000,41200
VD,20200228131500,40844
VD,20200228132000,41113
VD,20200228132500,41079
VD,20200228133000,40903
VD,20200228133500,40828
VD,20200228134000,40808
VD,20200228134500,40706
VD,20200228135000,40652
VD,20200228135500,40545
VD,20200228140000,40565
VD,20200228140500,40603
VD,20200228141000,40586
VD,20200228141500,40407
VD,20200228142000,40223
VD,20200228142500,40119
VD,20200228143000,40150
VD,20200228143500,40043
VD,20200228144000,39949
VD,20200228144500,39923
VD,20200228145000,39823
VD,20200228145500,39639
VD,20200228150000,39485
VD,20200228150500,39549
VD,20200228151000,39460
VD,20200228151500,39354
VD,20200228152000,39282
VD,20200228152500,39315
VD,20200228153000,39321
VD,20200228153500,39382
VD,20200228154000,39503
VD,20200228154500,39697
VD,20200228155000,39801
VD,20200228155500,39999
VD,20200228160000,40030
VD,20200228160500,40038
VD,20200228161000,40084
VD,20200228161500,40165
VD,20200228162000,40309
VD,20200228162500,40388
VD,20200228163000,40504
VD,20200228163500,40676
VD,20200228164000,40708
VD,20200228164500,40741
VD,20200228165000,40730
VD,20200228165500,40704
VD,20200228170000,40746
VD,20200228170500,40915
VD,20200228171000,41075
VD,20200228171500,41105
VD,20200228172000,41388
VD,20200228172500,41578
VD,20200228173000,41647
VD,20200228173500,41777
VD,20200228174000,41801
VD,20200228174500,41908
VD,20200228175000,42041
VD,20200228175500,42160
VD,20200228180000,42229
VD,20200228180500,42442
VD,20200228181000,42416
VD,20200228181500,42329
VD,20200228182000,42218
VD,20200228182500,42057
VD,20200228183000,41999
VD,20200228183500,41982
VD,20200228184000,41877
VD,20200228184500,41743
VD,20200228185000,41585
VD,20200228185500,41292
VD,20200228190000,41011
VD,20200228190500,40724
VD,20200228191000,40736
VD,20200228191500,40717
VD,20200228192000,40501
VD,20200228192500,40309
VD,20200228193000,39976
VD,20200228193500,39835
VD,20200228194000,39743
VD,20200228194500,39289
VD,20200228195000,38991
VD,20200228195500,38764
VD,20200228200000,38638
VD,20200228200500,38447
VD,20200228201000,38090
VD,20200228201500,37802
VD,20200228202000,37477
VD,20200228202500,37380
VD,20200228203000,37091
VD,20200228203500,36864
VD,20200228204000,36733
VD,20200228204500,36367
VD,20200228205000,36061
VD,20200228205500,35839
VD,20200228210000,35626
VD,20200228210500,35357
VD,20200228211000,35227
VD,20200228211500,34832
VD,20200228212000,34356
VD,20200228212500,33887
VD,20200228213000,33520
VD,20200228213500,33325
VD,20200228214000,33087
VD,20200228214500,32871
VD,20200228215000,32571
VD,20200228215500,32200
VD,20200228220000,31871
VD,20200228220500,31255
VD,20200228221000,30996
VD,20200228221500,30768
VD,20200228222000,30384
VD,20200228222500,29954
VD,20200228223000,29664
VD,20200228223500,29403
VD,20200228224000,29028
VD,20200228224500,28795
VD,20200228225000,28441
VD,20200228225500,28430
VD,20200228230000,28343
VD,20200228230500,27792
VD,20200228231000,27628
VD,20200228231500,27414
VD,20200228232000,27202
VD,20200228232500,26921
VD,20200228233000,26727
VD,20200228233500,26528
VD,20200228234000,26433
VD,20200228234500,26305
VD,20200228235000,26227
VD,20200228235500,26032
VD,20200229000000,25899
VD,20200229000500,25781
VD,20200229001000,25748
VD,20200229001500,25712
VD,20200229002000,25768
VD,20200229002500,25807
VD,20200229003000,25838
VD,20200229003500,26102
VD,20200229004000,26423
VD,20200229004500,26603
VD,20200229005000,26700
VD,20200229005500,26733
VD,20200229010000,26796
VD,20200229010500,26627
VD,20200229011000,26523
VD,20200229011500,26382
VD,20200229012000,26289
VD,20200229012500,26213
VD,20200229013000,26043
VD,20200229013500,25996
VD,20200229014000,26021
VD,20200229014500,26100
VD,20200229015000,26012
VD,20200229015500,25955
VD,20200229020000,25907
VD,20200229020500,25886
VD,20200229021000,25818
VD,20200229021500,25777
VD,20200229022000,25805
VD,20200229022500,25767
VD,20200229023000,25641
VD,20200229023500,25700
VD,20200229024000,25732
VD,20200229024500,25689
VD,20200229025000,25678
VD,20200229025500,25644
VD,20200229030000,25561
VD,20200229030500,25208
VD,20200229031000,25459
VD,20200229031500,25392
VD,20200229032000,25351
VD,20200229032500,25328
VD,20200229033000,25290
VD,20200229033500,25258
VD,20200229034000,25144
VD,20200229034500,25150
VD,20200229035000,25142
VD,20200229035500,24917
VD,20200229040000,24829
VD,20200229040500,24623
VD,20200229041000,24530
VD,20200229041500,24499
VD,20200229042000,24313
VD,20200229042500,24321
VD,20200229043000,24320
VD,20200229043500,24280
VD,20200229044000,24306
VD,20200229044500,24382
VD,20200229045000,24385
VD,20200229045500,24502
VD,20200229050000,24527
VD,20200229050500,24837
VD,20200229051000,25007
VD,20200229051500,25053
VD,20200229052000,25043
VD,20200229052500,24942
VD,20200229053000,24788
VD,20200229053500,24672
VD,20200229054000,24567
VD,20200229054500,24444
VD,20200229055000,24506
VD,20200229055500,24511
VD,20200229060000,24600
VD,20200229060500,25248
VD,20200229061000,25662
VD,20200229061500,25780
VD,20200229062000,25870
VD,20200229062500,25866
VD,20200229063000,26073
VD,20200229063500,26244
VD,20200229064000,26529
VD,20200229064500,26642
VD,20200229065000,26756
VD,20200229065500,26776
VD,20200229070000,26530
VD,20200229070500,26810
VD,20200229071000,27138
VD,20200229071500,27225
VD,20200229072000,27475
VD,20200229072500,27775
VD,20200229073000,27995
VD,20200229073500,27942
VD,20200229074000,27999
VD,20200229074500,28192
VD,20200229075000,28469
VD,20200229075500,28808
VD,20200229080000,29013
VD,20200229080500,29412
VD,20200229081000,29658
VD,20200229081500,29898
VD,20200229082000,30206
VD,20200229082500,30563
VD,20200229083000,30734
VD,20200229083500,31141
VD,20200229084000,31414
VD,20200229084500,31651
VD,20200229085000,31733
VD,20200229085500,31659
VD,20200229090000,31643
VD,20200229090500,32078
VD,20200229091000,32167
VD,20200229091500,32261
VD,20200229092000,32398
VD,20200229092500,32528
VD,20200229093000,32570
VD,20200229093500,32587
VD,20200229094000,32539
VD,20200229094500,32309
VD,20200229095000,31988
VD,20200229095500,31891
VD,20200229100000,31743
VD,20200229100500,31795
VD,20200229101000,31759
VD,20200229101500,31704
VD,20200229102000,31598
VD,20200229102500,31457
VD,20200229103000,31313
VD,20200229103500,31319
VD,20200229104000,31279
VD,20200229104500,31189
VD,20200229105000,31083
VD,20200229105500,30958
VD,20200229110000,30857
VD,20200229110500,30789
VD,20200229111000,30826
VD,20200229111500,30618
VD,20200229112000,30397
VD,20200229112500,30181
VD,20200229113000,30046
VD,20200229113500,29923
VD,20200229114000,29685
VD,20200229114500,29547
VD,20200229115000,29473
VD,20200229115500,29529
VD,20200229120000,29457
VD,20200229120500,29212
VD,20200229121000,29169
VD,20200229121500,29080
VD,20200229122000,28889
VD,20200229122500,28715
VD,20200229123000,28513
VD,20200229123500,28484
VD,20200229124000,28491
VD,20200229124500,28452
VD,20200229125000,28466
VD,20200229125500,28390
VD,20200229130000,28360
VD,20200229130500,28341
VD,20200229131000,28241
VD,20200229131500,28233
VD,20200229132000,28202
VD,20200229132500,28164
VD,20200229133000,28035
VD,20200229133500,28054
VD,20200229134000,28048
VD,20200229134500,28013
VD,20200229135000,27983
VD,20200229135500,27832
VD,20200229140000,27637
VD,20200229140500,27654
VD,20200229141000,27790
VD,20200229141500,27913
VD,20200229142000,27889
VD,20200229142500,27977
VD,20200229143000,28017
VD,20200229143500,28082
VD,20200229144000,28102
VD,20200229144500,28233
VD,20200229145000,28428
VD,20200229145500,28347
VD,20200229150000,28268
VD,20200229150500,28448
VD,20200229151000,28541
VD,20200229151500,28629
VD,20200229152000,28607
VD,20200229152500,28708
VD,20200229153000,28847
VD,20200229153500,29045
VD,20200229154000,29149
VD,20200229154500,29320
VD,20200229155000,29580
VD,20200229155500,30048
VD,20200229160000,30211
VD,20200229160500,30615
VD,20200229161000,30719
VD,20200229161500,30887
VD,20200229162000,31099
VD,20200229162500,31389
VD,20200229163000,31681
VD,20200229163500,32167
VD,20200229164000,32799
VD,20200229164500,33194
VD,20200229165000,33456
VD,20200229165500,33696
VD,20200229170000,34029
VD,20200229170500,34464
VD,20200229171000,34823
VD,20200229171500,34977
VD,20200229172000,35141
VD,20200229172500,35526
VD,20200229173000,35692
VD,20200229173500,35897
VD,20200229174000,35884
VD,20200229174500,36125
VD,20200229175000,36370
VD,20200229175500,36425
VD,20200229180000,36639
VD,20200229180500,37047
VD,20200229181000,37243
VD,20200229181500,37165
VD,20200229182000,37135
VD,20200229182500,37207
VD,20200229183000,37278
VD,20200229183500,37285
VD,20200229184000,37238
VD,20200229184500,37158
VD,20200229185000,37007
VD,20200229185500,36794
VD,20200229190000,36594
VD,20200229190500,36557
VD,20200229191000,36445
VD,20200229191500,36298
VD,20200229192000,36126
VD,20200229192500,36162
VD,20200229193000,36158
VD,20200229193500,35988
VD,20200229194000,35862
VD,20200229194500,35631
VD,20200229195000,35397
VD,20200229195500,35183
VD,20200229200000,35100
VD,20200229200500,34839
VD,20200229201000,34723
VD,20200229201500,34501
VD,20200229202000,34360
VD,20200229202500,34216
VD,20200229203000,33966
VD,20200229203500,33688
VD,20200229204000,33288
VD,20200229204500,33203
VD,20200229205000,33132
VD,20200229205500,32933
VD,20200229210000,32755
VD,20200229210500,32498
VD,20200229211000,32348
VD,20200229211500,31952
VD,20200229212000,31580
VD,20200229212500,31215
VD,20200229213000,30889
VD,20200229213500,30768
VD,20200229214000,30648
VD,20200229214500,30339
VD,20200229215000,30024
VD,20200229215500,29733
VD,20200229220000,29661
VD,20200229220500,29555
VD,20200229221000,29482
VD,20200229221500,29023
VD,20200229222000,28778
VD,20200229222500,28504
VD,20200229223000,28204
VD,20200229223500,28044
VD,20200229224000,27998
VD,20200229224500,27871
VD,20200229225000,27712
VD,20200229225500,27527
VD,20200229230000,27229
VD,20200229230500,26830
VD,20200229231000,26643
VD,20200229231500,26401
VD,20200229232000,26269
VD,20200229232500,26145
VD,20200229233000,26007
VD,20200229233500,25918
VD,20200229234000,25874
VD,20200229234500,25898
VD,20200229235000,25935
VD,20200229235500,25955
VD,20200301000000,25865
VD,20200301000500,25977
VD,20200301001000,25987
VD,20200301001500,26005
VD,20200301002000,25989
VD,20200301002500,26039
VD,20200301003000,26083
VD,20200301003500,26259
VD,20200301004000,26377
VD,20200301004500,26473
VD,20200301005000,26701
